bvh_overlap_pair_count,object_a,object_b,bbox_extent_x,bbox_extent_y,bbox_extent_z,error
1620,HSNR,PVDL,0.18362122774124146,3.392688035964966,2.9554200172424316,
1620,ASHL,ASJL,0.1002107709646225,0.8822474479675293,0.3944781720638275,
1618,RIH,ASEL,0.1408011019229889,0.11847949028015137,0.19514456391334534,
1617,AVBL,PVR,0.18038389086723328,6.715961456298828,1.2035269737243652,
1617,VA6,VC3,0.12916412949562073,2.6837399005889893,0.6764017343521118,
1616,SIBVR,SMDVR,0.3273051977157593,6.791426181793213,1.459935188293457,
1609,ASGR,AFDR,0.10021083056926727,0.8672082424163818,0.34332212805747986,
1608,VB1,PDEL,0.09671398252248764,2.723555564880371,1.1816867589950562,
1606,PVNL,SIBVL,0.1755896955728531,6.782675266265869,1.459934949874878,
1602,VB5,VC1,0.1272646188735962,2.364152431488037,0.7147881388664246,
1602,AWCL,ASKL,0.10020522773265839,0.8984174728393555,0.7764143943786621,
1600,ASKL,OLLL,0.10009196400642395,0.7940850257873535,0.30517303943634033,
1600,PVNL,RIML,0.1408011019229889,0.1747303009033203,0.27322202920913696,
1592,HSNL,RMDDL,0.1408011019229889,0.10148191452026367,0.16855409741401672,
1591,ASKR,OLLR,0.10009197890758514,0.7940850257873535,0.3051731288433075,
1590,PVNL,AVKL,0.14080111682415009,6.679561138153076,3.7368006706237793,
1585,DVC,AVFL,0.17815276980400085,6.716208457946777,1.18682861328125,
1585,DD4,VA8,0.1285266876220703,2.2187652587890625,0.7074784636497498,
1584,AVKL,ASEL,0.17218197882175446,0.35550951957702637,0.902502179145813,
1584,RIR,RIH,0.1408011019229889,0.11713790893554688,0.173939049243927,
1582,DA5,VC3,0.16386723518371582,3.2564353942871094,2.61763072013855,
1581,PVT,AVAL,0.1700984388589859,6.368766784667969,1.197988748550415,
1580,HSNR,AVM,0.249845951795578,2.260435104370117,1.2317039966583252,
1577,RIS,SIBVL,0.18213602900505066,0.29245638847351074,0.2688722312450409,
1575,PDER,AVM,0.20686490833759308,2.0077011585235596,1.2317039966583252,
1567,ASJL,ASGL,0.1002107560634613,0.8669264316558838,0.34332209825515747,
1566,AVL,VB2,0.028865346685051918,3.0682122707366943,1.1141064167022705,
1565,DD4,DB4,0.15337833762168884,2.2187652587890625,2.042707920074463,
1556,VA8,PDEL,0.1285266876220703,2.5171399116516113,0.7074784636497498,
1554,DA5,VB5,0.1272646188735962,2.7393510341644287,0.7147881388664246,
1553,VA7,VB5,0.1272646188735962,2.6786749362945557,0.7147881388664246,
