bbox_intersection_volume,object_a,object_b,extent_x,extent_y,extent_z
3.1111185745436267,DA6,PVM,0.39131104946136475,3.4195127487182617,2.3250389099121094
3.1077548637033465,AVAL,DB1,0.12480428814888,6.506549835205078,3.827070713043213
3.107596428053168,AVBL,DB1,0.12480428814888,6.506500244140625,3.826904773712158
3.107056678230663,AVDL,DB1,0.12480428814888,6.5063300132751465,3.8263401985168457
3.1043515240685644,AVKR,DB1,0.12480428814888,6.505481719970703,3.823507308959961
3.104018917923192,AVAR,DB1,0.12480428814888,6.505377769470215,3.8231587409973145
3.101489614928797,AVDR,DB1,0.12480428814888,6.504584312438965,3.820509433746338
3.097692293701296,AVFL,DB1,0.12480428814888,6.5027947425842285,3.8168818950653076
3.094208567064076,AVFR,DB1,0.12480428814888,6.501701354980469,3.813230514526367
3.0894387858321677,AVBR,DB1,0.12480428814888,6.500802993774414,3.8078784942626953
3.087223212666287,DB4,PDEL,0.3714604675769806,4.590697288513184,1.8104093074798584
3.085380354786047,DVA,PDER,0.26936835050582886,6.326817989349365,1.810409426689148
3.082041174175088,PVDR,PDER,0.2690768241882324,6.326817989349365,1.810409426689148
3.0770697918839556,Cuticle,DB5,0.39953696727752686,3.5080416202545166,2.1954100131988525
3.05964129962776,AVDR,DB3,0.142465278506279,5.621344566345215,3.820509433746338
3.0414890804446437,ALA,SIBVR,0.32751190662384033,6.738552093505859,1.3781375885009766
3.0413388045698855,CANL,ALA,0.19341208040714264,6.792830467224121,2.3148903846740723
3.03671596881254,HSNR,SMDVL,0.2780677080154419,3.5470216274261475,3.0788588523864746
3.03671596881254,DVA,HSNR,0.2780677080154419,3.5470216274261475,3.0788588523864746
3.0322628996064984,HSNL,SMDVR,0.2780677080154419,3.54559326171875,3.075582504272461
3.0322628996064984,DVA,HSNL,0.2780677080154419,3.54559326171875,3.075582504272461
3.031542383934517,SIBDL,HSNR,0.2775939702987671,3.5470216274261475,3.0788588523864746
3.0251437080585353,SIBVR,PDEL,0.32751190662384033,6.326817989349365,1.459935188293457
3.0237904923316323,SIBDR,DB4,0.3299376368522644,4.590697288513184,1.9963706731796265
2.9988591415203274,AVAL,DB3,0.13939569890499115,5.621344566345215,3.827070713043213
2.994341715316241,Cuticle,CANL,0.19972343742847443,6.828993320465088,2.1954100131988525
2.9754177966437974,DVA,DA7,0.21941056847572327,3.9067482948303223,3.471162796020508
2.9754177966437974,DA7,SMDVR,0.21941056847572327,3.9067482948303223,3.471162796020508
2.9715414629839554,AVKL,DA6,0.2253587543964386,3.8494458198547363,3.4253830909729004
2.9629134571563625,Excretory_Cell,SIBVL,0.2986275255680084,6.796035289764404,1.459934949874878
2.9629134571563625,DVA,SIBVL,0.2986275255680084,6.796035289764404,1.459934949874878
2.9629134571563625,Cuticle,SIBVL,0.2986275255680084,6.796035289764404,1.459934949874878
